,gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
22135,00-0031332,Fitzgerald Toussaint,Fitzgerald,Fitzgerald,Toussaint,F.Toussaint,Fitzgerald,,TOU424291,42071.0,TousFi00,9244.0,3198.0,17465.0,3200544f-5542-4291-86e9-ea3ec658176a,1990-05-04,RB,RB,,,69.0,204.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rckiakioqzv7cjqaeg1d",Michigan,,33.0,2014,2017,PIT,ACT,CUT,,4,HB,,,,,
22136,00-0016568,Steve Tovar,Steve,Steven,Tovar,,,,TOV059326,,TovaSt20,,,413.0,3200544f-5605-9326-20db-96e25d9579be,1970-04-25,LB,LB,,,75.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wtlg2kxlubpiefdfs5um",Ohio State,,59.0,1993,2000,LAC,ACT,,,8,,,1993.0,3.0,59.0,CIN
22140,TOW127782,Steve Towle,Steve,Stephen,Towle,,,,TOW127782,,TowlSt20,,,,3200544f-5712-7782-3070-42dc08245ad1,1953-10-23,LB,LB,,,74.0,233.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hvqbsb7mn3ohru6ga576",Kansas,,0.0,1975,1980,MIA,ACT,,,6,,,1975.0,6.0,143.0,MIA
22142,00-0019624,Lester Towns,Lester,Lester,Towns,,,,TOW371346,25534.0,TownLe20,703.0,,2352.0,3200544f-5737-1346-fe59-b8bf93a4cb07,1977-08-28,LB,LB,,,73.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bsf39cljgjcdpis8rph0",Washington,,53.0,2000,2005,MIA,ACT,,,5,,,2000.0,7.0,221.0,CAR
22143,TOW383346,Morris Towns,Morris,Morris,Towns,,,,TOW383346,,TownMo20,,,,3200544f-5738-3346-58b2-b06914629bb4,1954-01-10,OL,OT,,,76.0,270.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bjpxyfvzlx9zudkrfayf",Missouri,,0.0,1977,1984,WAS,ACT,,,7,,,1977.0,1.0,11.0,HOU
22144,00-0027897,Derrick Townsel,Derrick,Derrick,Townsel,,,,TOW499878,,TownDe21,,,13920.0,3200544f-5749-9878-ce16-c6d102eb73cd,1988-07-12,WR,WR,,,69.0,175.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aa2wpap4haq25nbkodlz",Murray State,,14.0,2010,2010,HOU,ACT,,,0,,,,,,
22146,TOW575019,Andre Townsend,Andre,Andre,Townsend,,,,TOW575019,,TownAn20,,,,3200544f-5757-5019-b08d-f907661e3f33,1962-10-08,DL,NT,,,75.0,253.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q3pbjkgeplnnw2hzd6d2",Mississippi,,0.0,1984,1990,DEN,ACT,,,7,,,1984.0,2.0,46.0,DEN
22147,00-0016576,Brian Townsend,Brian,Brian,Townsend,,,,TOW606964,,TownBr20,,,,3200544f-5760-6964-6235-a493c389e9fc,1968-11-07,LB,LB,,,75.0,232.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lx3mypjhg2oq6syk3cjt",Michigan,,0.0,1992,1992,CIN,ACT,,,0,,,1992.0,11.0,281.0,LA
22148,TOW638910,Curtis Townsend,Curtis,Curtis,Townsend,,,,TOW638910,,TownCu20,,,,3200544f-5763-8910-b4a3-e1d5ac5dc4fc,1955-01-20,LB,LB,,,73.0,229.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yfbew2gittqlcs1uxkwi",Arkansas; Hutchinson CC,,0.0,1978,1978,LA,ACT,,,1,,,1977.0,10.0,265.0,LAC
22152,00-0035889,Tommy Townsend,Tommy,Tommy,Townsend,T.Townsend,Tommy,,TOW774004,52791.0,TownTo01,33007.0,9069.0,3915398.0,3200544f-5777-4004-6a3d-849812aa5a32,1996-11-12,SPEC,P,,,73.0,191.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwolwrghzfucwck0bwld",Florida,Southeastern Conference,3.0,2020,2026,TEN,ACT,ACT,Active,7,P,A,,,,
22155,00-0027782,Adrian Tracy,Adrian,Adrian,Tracy,,,,TRA091822,35623.0,TracAd99,5707.0,483.0,13475.0,32005452-4109-1822-482d-75c2607b6e6d,1987-04-06,LB,LB,,,74.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mlrd4mxg3hytjrd8jgjg",William & Mary,,98.0,2010,2012,NYG,ACT,,,2,ED,,2010.0,6.0,184.0,NYG
22156,00-0039384,Tyrone Tracy,Tyrone,Tyrone,Tracy,T.Tracy,Tyrone,,TRA116277,57287.0,TracTy00,84226.0,11774.0,4360516.0,32005452-4111-6277-e892-3ab02612e4c2,1999-11-23,RB,RB,RB,RB,71.0,210.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9nje50lohbprf06xoom",Purdue; Iowa,Big Ten Conference,29.0,2024,2026,NYG,ACT,ACT,Active,3,HB,A,2024.0,5.0,166.0,NYG
22109,00-0026279,Ryan Torain,Ryan,Ryan,Torain,,,,TOR105154,33220.0,ToraRy00,4453.0,1948.0,11362.0,3200544f-5210-5154-2421-a6c6a8524957,1986-08-10,RB,RB,,,73.0,218.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ewon2fz4wq8zdb6rhbh5",Arizona State; Butler County JC,,41.0,2008,2012,NYG,ACT,,,4,HB,,2008.0,5.0,139.0,DEN
22157,00-0040182,Dante Trader Jr.,Dante,Dante,Trader,D.Trader,Dante,,TRA122505,58360.0,TradDa00,144900.0,12515.0,4431664.0,32005452-4112-2505-b7dc-b2db729a4dea,2003-02-13,DB,SAF,DB,SAFETY,71.0,202.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nffbi3a32ngmczzvxcz0",Maryland,Big Ten Conference,11.0,2025,2026,MIA,ACT,ACT,Active,2,S,A,2025.0,5.0,155.0,MIA
22108,TOO664464,Jeff Tootle,Jeff,Jeffrey,Tootle,,,,TOO664464,,TootJe20,,,,3200544f-4f66-4464-5a26-088c1b37f3dd,1962-08-29,LB,LB,,,74.0,240.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bkinmeixxv97c8znq6c6",Mesa State College,,0.0,1987,1987,NYG,ACT,,,1,,,,,,
22105,00-0029667,Nick Toon,Nick,Nicholas,Toon,,Nick,,TOO505098,38652.0,ToonNi00,7122.0,1514.0,14921.0,3200544f-4f50-5098-f1a0-bf2310e42491,1988-11-04,WR,WR,,,76.0,218.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sysnfy8ooabjvvjwj4rs",Wisconsin,Big Ten Conference,81.0,2012,2015,LA,ACT,DEV,Active,4,WR,,2012.0,4.0,122.0,NO
22059,00-0016524,Tony Tolbert,Tony,Tony,Tolbert,,,,TOL226521,,TolbTo00,,,7116.0,3200544f-4c22-6521-5cd2-59602f90f194,1967-12-29,DL,DE,,,78.0,263.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eq7tbdtje7n86bqxlwcy",Texas-El Paso,,92.0,1989,1997,DAL,ACT,,,9,,,1989.0,4.0,85.0,DAL
22060,00-0026069,Mike Tolbert,Mike,William,Tolbert,M.Tolbert,Mike,,TOL160452,33602.0,TolbMi00,4740.0,1186.0,11658.0,3200544f-4c16-0452-60f7-9d683a812cac,1985-11-23,RB,FB,,,69.0,250.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/frwhwdhbcteyg7xjha7a",Coastal Carolina,,35.0,2008,2017,BUF,ACT,UFA,,10,HB,,,,,
22063,00-0026910,Greg Toler,Greg,Gregory,Toler,,Gregory,,TOL296694,34582.0,ToleGr99,5055.0,1780.0,12738.0,3200544f-4c29-6694-7277-53da2357aacb,1985-01-02,DB,DB,,,72.0,180.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fgotlhrhw2tr54bzfyhx",St. Paul's College,Central Intercollegiate Athletic Association,20.0,2009,2016,WAS,ACT,ACT,Inactive,8,CB,,2009.0,4.0,131.0,ARI
22064,TOL302028,Kenneth Toler,Kenneth,Kenneth,Toler,,,,TOL302028,,,,,,3200544f-4c30-2028-752c-3b793aa55e62,1959-04-09,WR,WR,,,74.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vl96619xrdrzlqnr29bf",Mississippi,,0.0,1981,1982,NE,ACT,,,2,,,,,,
22065,TOL377535,Alvin Toles,Alvin,Alvin,Toles,,,,TOL377535,,ToleAl20,,,,3200544f-4c37-7535-7c10-a6fea728b5eb,1963-03-23,LB,LB,,,73.0,211.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vmytb0ddog15ootgfmnm",Tennessee,,0.0,1985,1988,NO,ACT,,,4,,,1985.0,1.0,24.0,NO
22070,TOL453042,Stuart Tolle,Stuart,Stuart,Tolle,,,,TOL453042,,TollSt20,,,,3200544f-4c45-3042-f51a-325541dc9460,1962-02-07,DL,NT,,,75.0,265.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bvf42jtv2hapmwltqmes",Bowling Green,,0.0,1987,1987,DET,ACT,,,1,,,,,,
22071,00-0024467,Dave Tollefson,Dave,David,Tollefson,,,,TOL529149,31068.0,TollDa99,3198.0,3841.0,,3200544f-4c52-9149-abfa-684dd47179c7,1982-07-10,DL,DE,,,76.0,260.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcgpb7wgit5htm6kciut",NW Missouri State University; Los Medanos College,,58.0,2006,2012,LV,ACT,,,6,ED,,2006.0,7.0,253.0,GB
22072,00-0016534,Billy Joe Tolliver,Billy Joe,Billy,Tolliver,,,,TOL755070,,TollBi00,,,64.0,3200544f-4c75-5070-b3c2-ef2aa8ec3c86,1966-02-07,QB,QB,,,73.0,217.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gicrwvf1hnole5b41azb",Texas Tech,,11.0,1989,2000,NO,ACT,,,11,,,1989.0,2.0,51.0,LAC
22073,00-0034489,Jalen Tolliver,Jalen,Jalen,Tolliver,J.Tolliver,Jalen,,TOL756747,46673.0,TollJa00,66933.0,7546.0,4329491.0,3200544f-4c75-6747-18fa-9fa2c46e6b8e,1995-12-30,WR,WR,,,75.0,210.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eghpk65s1q2vczdf9gry",Univ of Arkansas at Monticello,,17.0,2018,2018,ARI,ACT,CUT,,0,WR,A,,,,
22076,00-0028595,Scott Tolzien,Scott,Scott,Tolzien,S.Tolzien,Scott,,TOL825549,38075.0,TolzSc00,6749.0,87.0,14353.0,3200544f-4c82-5549-90f5-57bebc13eee0,1987-09-04,QB,QB,,,74.0,215.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kt8ji3aejylpnpskeqzn",Wisconsin,,16.0,2011,2017,IND,ACT,UFA,,7,QB,,,,,
22078,TOM069215,Mel Tom,Mel,Melvyn,Tom,,,,TOM069215,,TomxMe20,,,,3200544f-4d06-9215-7cd7-fb0b986fcc88,1941-08-04,DL,DE,,,76.0,249.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dmbcj3xzv5fccua5ssyy",San Jose State; Hawaii; City College (SF),,0.0,1974,1975,CHI,ACT,,,9,,,,,,
22082,00-0033546,Dalvin Tomlinson,Dalvin,Dalvin,Tomlinson,D.Tomlinson,Dalvin,,TOM676763,44867.0,TomlDa00,11810.0,5641.0,2979860.0,3200544f-4d67-6763-bcfe-e2b65c26698d,1994-02-18,DL,DE,DL,INTERIOR_LINE,75.0,317.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r3vkktytoghvtrua64hg",Alabama,Southeastern Conference,94.0,2017,2026,LAC,ACT,ACT,Active,10,DI,A,2017.0,2.0,55.0,NYG
22084,00-0020536,LaDainian Tomlinson,LaDainian,LaDainian,Tomlinson,,,,TOM683150,26223.0,TomlLa00,777.0,6386.0,2553.0,3200544f-4d68-3150-d273-7cf4f0e894ef,1979-06-23,RB,RB,,,70.0,215.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fdraejwoowicuevalpne",TCU,,21.0,2001,2011,NYJ,ACT,,,11,HB,,2001.0,1.0,5.0,LAC
22088,00-0016542,Ed Toner,Ed,Edward,Toner,,,,TON375148,,ToneEd21,,,7355.0,3200544f-4e37-5148-3ada-70810f90a9e3,1968-03-22,RB,RB,,,72.0,240.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mkguvc897s6riwp3vl8j",Boston College,,0.0,1992,1994,IND,ACT,,,3,,,,,,
22089,TON461435,Tom Toner,Tom,Thomas,Toner,,,,TON461435,,ToneTo21,,,,3200544f-4e46-1435-473e-217f582a61e7,1950-01-25,LB,OLB,,,75.0,235.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxi73o3xvmfuqibjjkip",Idaho State,,0.0,1975,1977,GB,ACT,,,4,,,,,,
22090,TON553722,Anthony Toney,Anthony,Anthony,Toney,,,,TON553722,,ToneAn00,,,,3200544f-4e55-3722-ed5d-5ddb874f9c8a,1962-09-23,RB,RB,,,72.0,227.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fvmquf3j9kabputxnu6i",Texas A&M; Hartnell College,,0.0,1986,1990,PHI,ACT,,,5,,,1986.0,2.0,37.0,PHI
22093,00-0036909,Khyiris Tonga,Khyiris,Khyiris,Tonga,K.Tonga,Khyiris,,TON626509,53679.0,TongKh00,52000.0,9714.0,4256074.0,3200544f-4e62-6509-9c30-e571694eee90,1996-07-07,DL,DT,DL,INTERIOR_LINE,74.0,335.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qawteneplarbtnworkic",BYU,Independent,92.0,2021,2026,KC,ACT,ACT,Active,6,DI,A,2021.0,7.0,250.0,CHI
22094,00-0027412,Manase Tonga,Manase,Manase,Tonga,,,,TON632509,,TongMa00,5922.0,6683.0,13803.0,3200544f-4e63-2509-44d4-928d6c77501d,1984-02-28,RB,FB,,,71.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/us9avw8q8jgjjdpbd7is",BYU,,41.0,2010,2011,LV,ACT,,,1,FB,,,,,
22095,00-0037112,Jake Tonges,Jake,Jake,Tonges,J.Tonges,Jake,,TON644321,54784.0,TongJa00,60864.0,10357.0,4259147.0,3200544f-4e64-4321-5756-c03d2476b6de,1999-07-08,TE,TE,TE,TE,76.0,240.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z6goxhdhfc2m0rmwvtbl",California,Pacific Twelve Conference,88.0,2022,2026,SF,ACT,RES,R/Injured,4,TE,IR,,,,
22096,TON646009,Marco Tongue,Marco,Marco,Tongue,,,,TON646009,,TongMa20,,,,3200544f-4e64-6009-2525-b383d73b9f0a,1960-04-06,DB,DB,,,69.0,177.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vod0tjbmc841ddddarya",Bowie State,,0.0,1983,1984,BUF,ACT,,,2,,,,,,
22098,00-0033757,Robert Tonyan,Robert,Robert,Tonyan,R.Tonyan,Robert,,TON816385,45635.0,TonyRo00,12193.0,6223.0,2975674.0,3200544f-4e81-6385-721e-9beac148ba1c,1994-04-30,TE,TE,TE,TE,77.0,240.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m8h8rzmxq4sjywitqnyb",Indiana State,Missouri Valley Football Conference,85.0,2017,2026,PIT,ACT,ACT,Active,8,TE,A,,,,
22101,TOO332232,Pat Toomay,Pat,Patrick,Toomay,,,,TOO332232,,ToomPa20,,,,3200544f-4f33-2232-14b0-c30e8099735d,1945-05-17,DL,DE,,,77.0,247.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d5xgeqnrulg2pwhhddux",Vanderbilt,,0.0,1974,1979,LV,ACT,,,10,,,,,,
22102,00-0016550,Amani Toomer,Amani,Amani,Toomer,,,,TOO338982,,ToomAm00,,,941.0,3200544f-4f33-8982-916f-032f3512287c,1974-09-08,WR,WR,,,75.0,203.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qsfr7nbtbq4ugcfb357w",Michigan,,81.0,1996,2008,NYG,ACT,,,13,,,1996.0,2.0,34.0,NYG
22107,00-0027846,Tim Toone,Tim,Timothy,Toone,,,,TOO523848,35696.0,ToonTi00,5777.0,839.0,13474.0,3200544f-4f52-3848-287a-6b52f595241d,1985-02-14,WR,WR,,,70.0,185.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hi2ovesubwndsrx2s3hr",Weber State,,17.0,2010,2012,ATL,ACT,,,1,,,2010.0,7.0,255.0,DET
22159,TRA207644,John Trahan,John,John,Trahan,,,,TRA207644,,TrahJo20,,,,32005452-4120-7644-82a9-75bb44c784db,1961-04-19,WR,WR,,,69.0,160.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ujmafmynth1t7q0udwdj",Colorado State (Pueblo),,0.0,1987,1987,KC,ACT,,,0,,,,,,
22161,00-0031930,Lynden Trail,Lynden,Lynden,Trail,L.Trail,Lynden,,TRA214132,42961.0,TraiLy00,10026.0,4197.0,2516070.0,32005452-4121-4132-9805-536761f8bcc1,1991-03-19,LB,LB,DL,EDGE,78.0,270.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xswdnnjf90zkyowz5b5u",Norfolk State; Florida,,48.0,2015,2016,WAS,ACT,CUT,,1,ED,,,,,
22163,TRA218026,Kendall Trainor,Kendall,Kendall,Trainor,,,,TRA218026,,,,,,32005452-4121-8026-5551-23987fd96f3b,1967-07-08,SPEC,K,,,73.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hhhzr944iuwsynphepqg",Arkansas,,0.0,1991,1991,TB,ACT,,,1,,,,,,
22223,00-0041502,Josiah Trotter,Josiah,Josiah,Trotter,J.Trotter,Josiah,,TRO474324,62668.0,TrotJo00,173191.0,13190.0,4870998.0,32005452-4f47-4324-c143-3e3f9ccc0c32,2005-04-15,LB,LB,LB,MLB,74.0,237.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqikte2lgczxdun64akq",Missouri,Southeastern Conference,45.0,2026,2026,TB,ACT,ACT,Active,0,LB,A,2026.0,2.0,46.0,TB
22224,TRO519110,Bill Troup,Bill,Paul,Troup,,,,TRO519110,,TrouBi00,,,,32005452-4f51-9110-99da-c113dcbb3329,1951-04-02,QB,QB,,,77.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mq6qhwiizj3m5bfxlhhb",South Carolina; Virginia,,0.0,1974,1980,GB,ACT,,,4,,,,,,
22227,TRO622932,David Trout,David,David,Trout,,,,TRO622932,,troutdav01,,,,32005452-4f62-2932-cafc-3f3825b79ed5,1957-11-12,SPEC,K,,,66.0,165.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vlffd3cyva9yfyuo2ygc",Pittsburgh,,0.0,1981,1987,PIT,ACT,,,2,,,,,,
22229,00-0033869,Mitch Trubisky,Mitchell,Mitchell,Trubisky,M.Trubisky,Mitchell,,TRU215336,44814.0,TrubMi00,11757.0,5586.0,3039707.0,32005452-5521-5336-8519-c8cb45ea9b74,1994-08-20,QB,QB,QB,QB,74.0,222.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxs7ix2pmcfv5k1qn1sk",North Carolina,Atlantic Coast Conference,10.0,2017,2026,TEN,ACT,ACT,Active,10,QB,A,2017.0,1.0,2.0,CHI
22231,00-0016628,Jack Trudeau,Jack,Jack,Trudeau,,,,TRU276861,,TrudJa00,,,6508.0,32005452-5527-6861-7742-87355496367c,1962-09-09,QB,QB,,,75.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cpmngogfqqenwtzc6ojk",Illinois,,0.0,1986,1995,CAR,ACT,,,10,,,1986.0,2.0,47.0,IND
22232,00-0024274,Jeremy Trueblood,Jeremy,Jeremy,Trueblood,,,,TRU355648,30873.0,TrueJe20,3004.0,2034.0,9645.0,32005452-5535-5648-a28a-9940022f6c82,1983-05-10,OL,OT,,,80.0,320.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6mamimmzun0awdrykvk",Boston College,,65.0,2006,2013,ATL,ACT,,,8,T,,2006.0,2.0,59.0,TB
22234,00-0030562,Desmond Trufant,Desmond,Desmond,Trufant,D.Trufant,Desmond,,TRU381665,39968.0,TrufDe00,7803.0,2203.0,15812.0,32005452-5538-1665-bbde-d454e0e1e93a,1990-09-10,DB,CB,DB,CB,73.0,190.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zduxwgxqrjxriigt0it6",Washington,Pacific Twelve Conference,10.0,2013,2021,LV,ACT,ACT,Active,9,CB,,2013.0,1.0,22.0,ATL
22236,00-0022046,Marcus Trufant,Marcus,Marcus,Trufant,,,,TRU392219,28047.0,TrufMa20,1327.0,2093.0,4469.0,32005452-5539-2219-26ac-1e9b5c28a4fc,1980-12-25,DB,CB,,,71.0,197.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hiagbczryf3shjvrviru",Washington State,,23.0,2003,2012,SEA,ACT,,,10,CB,,2003.0,1.0,11.0,SEA
22237,TRU461435,Dave Truitt,Dave,David,Truitt,,,,TRU461435,,TruiDa20,,,,32005452-5546-1435-18b0-9c18854a57d7,1964-02-18,TE,TE,,,76.0,232.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rkyful0fqyipsskhjxjf",North Carolina,,0.0,1987,1987,WAS,ACT,,,0,,,,,,
22240,00-0016635,R-Kal Truluck,R-Kal,R-Kal,Truluck,,,,TRU567222,,TrulR-20,,,4402.0,32005452-5556-7222-3e92-a63a21199329,1974-09-30,LB,LB,,,76.0,260.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hzoxkfey3hhn8twxwhhm",Cortland State Of New York,,96.0,2002,2005,ARI,ACT,,,4,,,,,,
22243,TRU646009,Bob Trumpy,Bob,Robert,Trumpy,,,,TRU646009,,TrumBo00,,,,32005452-5564-6009-96e2-1a51c9a5955c,1945-03-06,TE,TE,,,78.0,228.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rsqk5iaf5ukdzm9cppsy",Utah; Illinois,,0.0,1974,1977,CIN,ACT,,,10,,,,,,
22244,00-0025697,Jason Trusnik,Jason,Jason,Trusnik,,Jason,,TRU694033,32842.0,TrusJa99,4083.0,1828.0,10927.0,32005452-5569-4033-e3b5-6018b6c3cdee,1984-06-06,LB,LB,,,76.0,252.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k2dklqbiwsxmegllvxb8",Ohio Northern University,Ohio Athletic Conference,57.0,2007,2016,NO,ACT,ACT,Active,10,ST,,,,,
22247,TRU738296,Eric Truvillion,Eric,Eric,Truvillion,,,,TRU738296,,TruvEr20,,,,32005452-5573-8296-fc61-c49ebc7ce1b7,1959-06-18,WR,WR,,,76.0,205.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jyxxjyhzw0wdqxrhehqf",Florida A&M,,0.0,1987,1987,DET,ACT,,,1,,,,,,
22248,00-0026264,Justin Tryon,Justin,Justin,Tryon,,,,TYR460013,33205.0,TryoJu99,4438.0,6500.0,11361.0,32005459-5246-0013-225c-181e196c363e,1984-05-29,DB,DB,,,69.0,180.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cc9fffegxlnls2x53u4m",Arizona State; College of the Canyons,,30.0,2008,2012,NYG,ACT,,,5,CB,,2008.0,4.0,124.0,WAS
22249,00-0036967,Joe Tryon-Shoyinka,Joe,Joe,Tryon-Shoyinka,J.Tryon,Joe,,TRY409291,53461.0,TryoJo00,58272.0,9496.0,4243333.0,32005452-5940-9291-23cc-7e463c7acd2e,1999-04-30,DL,DE,,,77.0,259.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/it6wkxysejicc83azqkd",Washington,Pacific Twelve Conference,93.0,2021,2025,CHI,ACT,RET,R/Retired,5,ED,A,2021.0,1.0,32.0,TB
22252,00-0016644,Natu Tuatagaloa,Natu,Gerardus,Tuatagaloa,,,,TUA415291,,TuatNa20,,,6982.0,32005455-4141-5291-5390-64e0db76ef32,1966-05-25,DL,DT,,,76.0,260.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/akucyzus6d5dlvvy6fgk",California,,0.0,1989,1995,HOU,ACT,,,6,,,1989.0,5.0,138.0,CIN
22254,00-0016647,Winfred Tubbs,Winfred,Winfred,Tubbs,,,,TUB427291,,TubbWi20,,,666.0,32005455-4242-7291-70f7-54fe1a1ebac2,1970-09-24,LB,OLB,,,76.0,254.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o7nkhwwxvdi4uzfemuyv",Texas,,55.0,1994,2000,SF,ACT,,,8,,,1994.0,3.0,79.0,NO
22259,00-0039578,Dalton Tucker,Dalton,Dalton,Tucker,D.Tucker,Dalton,,TUC086662,57698.0,TuckDa00,81717.0,11948.0,4370363.0,32005455-4308-6662-de94-da5e336b46b6,2000-03-18,OL,G,OL,G,78.0,307.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zta0y0vjtsrdhlo2ufmq",Marshall,Sun Belt Conference,68.0,2024,2026,IND,ACT,ACT,Active,3,G,A,,,,
22260,TUC092287,Erroll Tucker,Erroll,Erroll,Tucker,,,,TUC092287,,TuckEr20,,,,32005455-4309-2287-3f6c-bbb500a1e9da,1964-07-06,DB,DB,,,68.0,169.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fghmit2uqplz2wldygum",Utah; Long Beach City College,,0.0,1988,1989,NE,ACT,,,2,,,1986.0,5.0,122.0,PIT
22261,00-0016654,Jason Tucker,Jason,Jason,Tucker,,,,TUC209743,23615.0,TuckJa00,,,1556.0,32005455-4320-9743-8e5f-61dbf33ab174,1976-06-24,WR,WR,,,73.0,182.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tpwdfatmw7xapqbeoky9",TCU,,87.0,1999,2000,DAL,ACT,,,2,,,1998.0,6.0,167.0,CIN
22263,00-0029597,Justin Tucker,Justin,Justin,Tucker,J.Tucker,Justin,,TUC224643,39470.0,TuckJu00,7604.0,1384.0,15683.0,32005455-4322-4643-f70e-a24b7ce9db07,1989-11-21,SPEC,K,,,73.0,191.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/thawkkxcbyuddwuidgb0",Texas,Big Twelve Conference,9.0,2012,2024,BAL,ACT,CUT,Active,13,K,A,,,,
22266,00-0016656,Mark Tucker,Mark,Mark,Tucker,,,,TUC234912,,TuckMa20,,,,32005455-4323-4912-9090-293a2d35707b,1968-04-29,OL,G,,,75.0,290.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v96nmnwrnvsyy30smvq7",USC,,0.0,1993,1994,ARI,ACT,,,2,,,1991.0,7.0,186.0,ATL
22270,TUC276861,Bob Tucker,Bob,Robert,Tucker,,,,TUC276861,,TuckBo00,,,,32005455-4327-6861-d88b-72990b59e901,1945-06-08,TE,TE,,,75.0,230.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/geexl9uk2hcnc4eaipbw",Bloomsburg,,0.0,1974,1980,MIN,ACT,,,11,,,,,,
22222,00-0039826,Jeremiah Trotter Jr.,Jeremiah,Jeremiah,Trotter,J.Trotter,Jeremiah,,TRO498404,57276.0,TrotJe01,144142.0,11763.0,4432777.0,32005452-4f49-8404-fca0-14fc270b6c67,2002-12-24,LB,LB,LB,MLB,72.0,225.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fbgpf6iqljasd4h1miw2",Clemson,Atlantic Coast Conference,54.0,2024,2026,PHI,ACT,ACT,Active,3,LB,A,2024.0,5.0,155.0,PHI
